Gene,t_stat,p_value,mean_PD,mean_Influenza,FDR_BH,log2FC
MAN2C1,3.443100461678082,0.0031286527639650817,215.33742114166665,138.71220134642857,0.00679555677054991,0.6308252185381864
SNORA3B,-3.7703168483679366,0.00313168387387432,91.99178939999999,175.389866875,0.006800968081836682,-0.9235924384082095
SNHG3,-3.6605188295339914,0.0031398483753741734,67.10660947499998,86.48443541071428,0.006817523613598929,-0.3612315532166006
CAPN3,3.5143167819117327,0.0031407235846276672,123.76431862499999,89.55844665000001,0.006818248994884322,0.4622842795840292
TMC6,3.416245084497378,0.003150655041404488,758.368448,430.4718088333334,0.006838631097622145,0.8155337549591977
EMBP1,3.408194245762419,0.003157697293975281,108.17993276666667,78.09221343333334,0.006852736118513354,0.4651001391800298
FBXW4,-3.4792899510616238,0.003164292944399415,235.28665850000002,310.47928428846154,0.006865867246329022,-0.3985980439473371
PWP1,-3.7222997790257226,0.003165700483759202,604.0885239583333,824.0804764999999,0.006867738652783392,-0.4473886205237889
INPP5F,3.5093232974828563,0.0031700800904488446,122.68280873333333,99.23924433333335,0.006876055971708632,0.3031975432794294
SDHD,-3.523095363377409,0.003173479967761588,584.1297428333332,862.4240618333333,0.006882245713217902,-0.5613127443630894
ATXN7L2,-3.6694468369836093,0.003175345399781192,72.32063025,98.75576664285714,0.006885106184347448,-0.4441810554442407
SNRNP35,-3.611890479979704,0.003177085718656659,226.32613720833334,291.2481330833333,0.006887241404217969,-0.3624302386721272
CDC14C,-3.476535970439373,0.0031774233557713533,63.7494875,90.69150476666667,0.006887241404217969,-0.5019193003347269
LOC105371307,-3.561011318982726,0.003179531791898492,61.53780101666666,96.64632683333335,0.006890626174393017,-0.6428372837638943
MED4,-3.6909618742727965,0.0031803548878947575,397.55033,529.5115536666667,0.00689122469260085,-0.4126222478979855
MMP21,3.6796600731905396,0.0031837847879924936,73.54490787499999,55.73117225833333,0.0068974704829273415,0.3939681308180454
RCC2,-3.7749466395031055,0.0031850997175019925,1193.5820475,1812.2527127500002,0.0068991329620981786,-0.6020740614330151
ING3,3.400588646184336,0.003188829546932853,294.1167975,222.60948907499997,0.006904837994733451,0.4003046270537576
ATF3,-3.9603500158743703,0.0031887243269119276,94.16731919166666,313.4440410833333,0.006904837994733451,-1.7242651589543447
COMMD10,3.4756100452018974,0.0031971831308867083,302.5449374583333,204.26974210000003,0.006921736675115553,0.5643891301728461
SPOCD1,3.865049396967899,0.003199123657711623,90.20776331309523,48.56741275,0.006924747996420967,0.8797646701943433
RFX7,3.7504190583277843,0.0032052251062282345,440.6091639166667,350.1954799583333,0.006936763369714145,0.33049583320148024
PRKD2,3.5386164122757733,0.00321484772828749,184.37806216666667,132.42942891666667,0.006956393847917289,0.4743936245994753
ARHGAP10,-3.777619021578968,0.0032199031228623263,67.81690270833334,112.93499625000001,0.006966136563884841,-0.7273760867899686
SEMA3F,-3.7121249785562673,0.0032216917934703186,65.1082247375,99.60983495833332,0.006968809716347813,-0.6058696620963806
TMEM61,-3.590393564994302,0.0032229654050841506,64.339824525,81.92736944166667,0.006969190958646808,-0.3438857486804556
CPED1,3.515793402207223,0.003222974263177377,132.896745625,98.65178114166667,0.006969190958646808,0.42615339958564036
FAM183CP,-3.7313211401671524,0.0032304239960632905,63.849435233333324,113.958857625,0.006984043247840896,-0.8259517151862887
ZNF544,-3.688927871546959,0.003230951435846395,155.461441125,218.8960179166667,0.006984043247840896,-0.49101432033044556
AGFG1,3.6393664558347414,0.0032353305051819833,137.65729674999997,117.70604294166667,0.006991886961313303,0.22413015946345016
MRPL41,-3.7048322600527976,0.00323568991042999,414.0183063333334,625.247711375,0.006991886961313303,-0.5935584512723899
KPNA4,-3.6375379744116043,0.0032417740142664437,568.0653216923076,808.6793909166666,0.007003832746871946,-0.5087564908525462
RBM12B,-3.615627504992394,0.0032435311732474117,150.91132678571427,232.02524274999996,0.007006427701511639,-0.6172568012589945
CYB561A3,-3.966781709918144,0.0032477802735322867,419.79831604166674,2999.1829481208333,0.007014403744687489,-2.833849641136318
TRPV2,3.3921994537931695,0.00326395739026769,284.31301184523807,196.09653164166667,0.007048134210346683,0.5336431541329265
PLAUR,-3.942578897339431,0.003271048804731683,98.865468,290.51387983333336,0.007062236967035505,-1.545506769237055
C11ORF71,-3.693634089370731,0.003276104083720967,81.36424909166666,125.38784327380954,0.007071939601659103,-0.617767539053661
MYO9A,-3.6875657497247603,0.003280137839464091,187.8499077666667,253.27834478333335,0.007079434185893721,-0.42916852322435783
COX10,-3.6486088863498174,0.0032811271204361515,228.47214078333332,285.59298625,0.007080356519523122,-0.32068429023145306
ITGB3BP,3.492972633325383,0.0032926175321890635,166.11368659166664,107.00814919999998,0.007103935086572294,0.6296897271576647
GATA3,3.5370375805850633,0.0032932340541518587,102.329627225,72.323270475,0.007104048807107246,0.49491092909459056
LRRC8C,3.564339612539219,0.003293894469121802,129.76144185,88.589104025,0.007104257156955615,0.5455420051734627
PPP2R1A,3.556243674347019,0.0032955582163086165,1397.4072985,1090.8738383333334,0.007106629047661915,0.3569784513848404
PIN4,3.3884458201258845,0.003303061917177023,103.73858959761905,81.619189975,0.007121532022035321,0.34224426207036984
FAM83C,-3.5814439197023837,0.0033035995768886076,54.843624958333336,74.45018403333333,0.007121532022035321,-0.4341318259247746
LZTR1,3.700200319473411,0.003310428602301408,740.2642161666666,531.1578375,0.007135032567396124,0.4781336571709893
PSTK,-3.6012155788272286,0.0033117180962025073,57.509645508333335,83.08923639999999,0.007136591074423053,-0.5232466669386433
PHTF2,3.3860368733446076,0.003313038930141547,86.25725650000001,66.53893608333333,0.007138216573150392,0.3695556606491346
HNRNPCL3,3.397816151158542,0.003315713901125831,309.718990575,245.96454408333335,0.00714275861757317,0.3313064855069703
SLC39A11,3.3811602629168616,0.0033275688435391373,146.84657491666664,91.54144833333335,0.007167071355315064,0.6759292383929782
CELA1,3.900565391553914,0.0033284347321817275,106.09593234999997,50.3158616375,0.007167711096477485,1.0614269513628463
TARBP1,-3.845301616746486,0.0033303446965547113,157.4905615,365.4100284583334,0.007168726074110824,-1.2090620629036106
PSMC1,-3.8748370775909518,0.0033303503749908493,2173.778937416667,3078.537351083333,0.007168726074110824,-0.5018448655142507
ZMYM5,-3.632835650401825,0.0033306128918924416,75.27746681666666,97.26019723333333,0.007168726074110824,-0.3653502025694433
BCKDK,-3.749039701458711,0.0033331672481899813,670.6304526666668,951.6017244166667,0.00717299868952925,-0.5042055147221873
LOC338963,-3.610228374888097,0.003336829812101397,58.60993575,73.92249397500002,0.007179654308824727,-0.329846105632166
TNS3,-3.788631366881439,0.003341430987348358,362.16837,691.5352059166668,0.007188326863682655,-0.9312488571131272
ZNF195,-3.391128708393203,0.00334795596240048,181.54998208333333,234.62004779166668,0.00720113436774429,-0.3681707692880485
LMAN1,-3.4829016683841294,0.0033541760049764966,146.89412470833332,186.97113199999998,0.0072132817311322504,-0.34594637387728255
ZNF525,-3.486539603368511,0.0033599967328583865,104.10716422499999,136.83162291666667,0.007224566353927589,-0.3910459173111107
PGGT1B,3.376325264642544,0.0033653613446608024,126.36611883333333,103.51126700952382,0.007234866565897647,0.2853230687887036
SFRP1,-3.387272501844344,0.0033670342110762104,66.90038999166666,81.84439371666666,0.0072372280893142705,-0.2869842093022923
AATF,-3.6934930126393573,0.0033692307275896695,317.30418975,464.1427824583334,0.007239479394206998,-0.5472674938965465
C17ORF99,-3.932266923751022,0.0033689668316608857,66.74351945476191,241.556120375,0.007239479394206998,-1.8401637375471314
FAHD2B,-3.4243803387115626,0.003376790859337851,144.15623772500004,175.80059205,0.007254486756633746,-0.28451653637767915
STX6,3.524669762159426,0.003384192207318765,387.287779875,313.592508375,0.007269147939348183,0.30364198852081614
NCF1,3.728744658493222,0.003385904999501844,654.68557525,362.0617995,0.007271587351921465,0.8527890154733946
GNPTG,-3.726471191567387,0.003400493657747031,342.1418189583334,562.37571575,0.007301673498229822,-0.7152924188691543
HIST1H2AD,3.534990351011081,0.003401109698170738,103.98913283571429,70.03771192857143,0.007301751950409149,0.5635829864164217
LPAR2,3.613969959215984,0.003403897472842088,351.0657856845238,214.21605325000002,0.007306492020069899,0.7100593361653802
GLMN,3.401511374704297,0.003415688535354851,237.98544479166662,196.5408235,0.0073305528096527205,0.27477192538333917
POLR1D,3.4948157164048683,0.003423536570816389,1356.8101211666667,1072.5312780833333,0.007346144549095113,0.3389175186443083
ARMCX1,-3.8265630547334806,0.0034580322605646595,72.90059269166666,166.4533053333333,0.007418901154965896,-1.1801010133278123
SLC25A36,-3.7490703771328704,0.003466690471868132,129.07419937499998,187.03423075,0.007436210409523061,-0.5316604943279515
RABGAP1,-3.7435837127764864,0.003471687761018326,489.59532099999996,835.8565975833333,0.007445662261928665,-0.7704469516124313
JAG1,-3.9195967367782267,0.003481143263061254,64.0637093875,280.0564026083333,0.0074646707138481625,-2.110934700398345
P2RX1,3.4508680799580524,0.0034847100936625996,276.21007904166663,151.28620279166665,0.007471047674008637,0.8641944743387242
HSFY2,-3.459395748551376,0.0034868728227825307,56.798210575,67.17026592916667,0.007474412651762486,-0.23811778317457044
MFSD11,3.406545261105048,0.0034926883496826586,637.073666325,429.268843,0.007485605240007059,0.5684846199905245
ZXDC,-3.6405528397855957,0.0034934179633780023,79.90015459166666,102.65386495833334,0.007485895635810005,-0.3575595468436301
RNASEH1,-3.5999482900095243,0.0034957576218965615,331.1104132916667,427.3688955833333,0.007489635442254153,-0.3671907688270455
LRSAM1,-3.6903571218676254,0.0034975860489556442,202.09244949166663,259.5611083333333,0.0074922788535942055,-0.35948515700521533
UAP1L1,-3.809299196162589,0.0035016841389756835,114.78524448690477,230.56577187499997,0.007499782449616457,-0.9999706119531746
NPIPB3,3.3579285018026197,0.0035117262735153308,3024.3384699999997,1826.7900244166667,0.007520012074488981,0.7269962139700663
RECQL5,-3.4832706422060506,0.00352203913214485,70.6346106,105.433155225,0.0075408144545497215,-0.5712189319804297
FAM13C,3.669176027006553,0.003536717634804445,67.64950545833334,52.18993641666666,0.007570955181538568,0.368096015072787
TBC1D9B,-3.7479380950790295,0.0035394865736999687,165.12045528333334,282.10922087499995,0.007575595520404214,-0.7691290077764625
SNX19,-3.605324962550389,0.003564869704262276,141.80992291666666,213.91848357738098,0.007628627424202561,-0.5896933376378071
RABL6,-3.563786716602991,0.003578794942583809,124.82100760833332,162.7786800833333,0.007657126214392255,-0.3803747453339268
NSMCE1,-3.8319003789262296,0.0035817076649218714,367.7330067500001,641.3610620666666,0.007662057143975481,-0.8008078802592937
DCUN1D3,-3.8885595286526597,0.0035960802315993068,103.41686650833333,292.26521520833336,0.007691497354973904,-1.4898511902318843
TRAK1,3.3643837451178213,0.0035970825054657766,195.533673675,161.0130008642857,0.007692335296820907,0.2786669340750345
GTF2IRD2,-3.6811779998966023,0.003605215243493176,67.7683516,91.0057998,0.007708042505405297,-0.41998004354715945
CDC42BPB,-3.3526311992654616,0.0036056509941951444,60.869376875,75.83116593214285,0.007708042505405297,-0.3124661433353486
ALDH1B1,3.353936534446069,0.003609072087895406,94.47235214999999,69.3079376,0.007714047210768806,0.44139542804600485
ARRDC4,3.3461972888022053,0.00361154031165606,124.51980495833331,86.75049675,0.007716704752732975,0.51643581809933
UHRF2,3.345626792686385,0.003610927961703155,269.59848775,189.55628033333332,0.007716704752732975,0.5059366196593693
NRIP3,-3.7397596162548865,0.003616538956142969,103.21353549166668,163.24615391666666,0.007725471781675952,-0.6563169176497468
CYP2R1,3.7223554117744335,0.0036168696857227334,187.67789779166668,124.76059830833333,0.007725471781675952,0.5852454455001741
RFPL3,-3.499409048918988,0.0036212693151724297,56.22133731666666,73.83471592738097,0.007733558198503833,-0.38715447840676553
ECT2,-3.563915781649116,0.0036370277255916733,114.307997875,159.3510428220238,0.007765895499484,-0.4757411529955826
BHLHE22,-3.7636448060120147,0.0036503445884170068,58.58692136666667,92.91197388809523,0.007793009456803505,-0.6563134042152097
UBL7,3.3825505263026527,0.0036533699144803027,191.92126720833335,147.81828179166666,0.007796826037000646,0.37446042438383564
BOLA2,-3.7980531918028935,0.003652820505785638,430.29097229166666,606.6968460320513,0.007796826037000646,-0.4946902861201323
NCF1B,-3.3846128602788417,0.003656242305696139,119.40562920833334,159.75012396666665,0.007801634725109459,-0.416917007520599
MAATS1,-3.4163091844325293,0.0036585907678934448,57.501532524999995,72.46467457023809,0.007805324022258281,-0.32857627943561685
INSIG2,-3.774993348142636,0.0036626271238640357,306.8213685416667,536.7438583333334,0.007812612453138116,-0.8048257573957063
DIP2B,-3.606451089423171,0.003669653755786366,428.26239374999994,598.6231046249999,0.00782627578248277,-0.48219618554631083
TCL1A,-3.462109514985158,0.0036750605293048868,229.2553671666667,514.8070527083333,0.007836480397570076,-1.1635967140593735
PARPBP,-3.8872953070004495,0.003680306640670112,68.21653307916668,539.7648557083334,0.00784633903087029,-2.965812807308181
KLHL8,-3.537447777847436,0.003689600694213033,184.39016683333335,235.10153509166668,0.007864822998999191,-0.3488426968668792
PRPH2,-3.607158681136431,0.003695159688916886,74.20906340952382,93.91527819166666,0.007875340338354664,-0.33573380079222925
LOC153684,3.3337824043117013,0.0036994321914123993,94.095003875,72.24530385833333,0.007883112736647426,0.3766332826724028
AP5Z1,-3.686189681831727,0.0037076985505053706,61.59821741666667,107.62602841666667,0.007899391568543739,-0.795176355985804
MIR345,-3.5878070880423425,0.003725764699853391,88.977980425,118.51806479226192,0.00793654018903681,-0.4095848028635629
EPB41L4A-AS1,-3.5413638554700726,0.003748304733996822,928.0270469166668,1321.1083847916666,0.007981855610674321,-0.5090479482794681
EID2B,3.37105273588357,0.0037479267500008556,1755.607606875,1146.2413404583333,0.007981855610674321,0.6146230392551697
HMGCLL1,3.6752074025210786,0.0037530612522476098,77.53110659166667,58.54086044285715,0.007990633960513667,0.3993841558951168
ACACA,-3.751618914367915,0.003754524548804585,121.81119618452381,203.63908583333335,0.007992398938154717,-0.7366396333252752
RPL13AP6,3.4244674644515354,0.0037570241529505874,5061.865035933333,3550.172240566667,0.007996368974185371,0.5116586896007291
RAB29,-3.827729173606655,0.0037594099828065883,240.543344,763.9877718750001,0.008000095555372913,-1.6631545886707384
OCIAD2,-3.7587836664910528,0.003760324435632761,484.89896179166664,704.6008493333334,0.008000690288580343,-0.5381959475841889
SPDEF,-3.3569596065909364,0.0037639167634297417,57.43003973333333,67.87604904166668,0.008006981465341,-0.23729211700335728
BAZ1A,-3.853835885671577,0.0037688973783540337,404.14431333333334,867.0346950666668,0.008016223323305339,-1.0993168170524132
SELP,3.833119471900916,0.003774350804076337,117.90706546428571,55.37428872500001,0.008026467532719298,1.0767252115513983
PLGLB2,-3.428949510699502,0.00378930267494888,66.74693738333335,80.80458325833334,0.00805690410130879,-0.272025946748756
KLHL14,3.530083736092698,0.00379090076232583,79.11723235000001,57.356973449999984,0.008058942062646441,0.45720752096649253
CD70,-3.8653834606766337,0.0037960430267779907,82.39857230833333,474.3570947678571,0.008068512506309494,-2.510917101372863
PC,3.3345990492922826,0.0038022313101409464,71.86027543333333,60.10740987738095,0.008080302666179108,0.25378511722022434
PIK3CG,-3.8265737777125852,0.0038080806652062435,595.68301,1034.1132761166668,0.008091368698414616,-0.7947520524227798
ACBD6,-3.7398305900300306,0.0038183321305647793,72.78109791666667,119.31620595000001,0.008111782978438075,-0.7055078162530686
RPS6,-3.503474124490634,0.00382755842665551,13778.828406916666,17177.67364475,0.008130012841513726,-0.31806072812583075
BCKDHB,-3.4726712259211343,0.003833907176869458,88.17498236666667,103.02578658333334,0.008142125472535846,-0.2222302667280438
TIAM1,3.325238882313491,0.0038350908306263674,94.41603771666668,69.61195034166667,0.008143266677770851,0.4343194122916323
DDX24,-3.7903773792853097,0.003852391080879113,833.7454718974359,1440.1412141666667,0.008178623019221032,-0.7878034413833337
APBB3,3.433293037773756,0.0038567190644344016,534.1443993333334,369.64579563333336,0.008186431976393778,0.5298870835265284
COMMD4,3.4336450671875243,0.003869617657844222,463.0938429583333,343.7560878333333,0.00821242757096803,0.4288405300652993
PRKCI,-3.4508647889272526,0.0038722083799144743,131.71476065416667,176.03305591666668,0.008216541863745768,-0.41568993049803016
GJC1,3.4189003057322864,0.0038926313882081767,14975.47887,10320.588823999999,0.00825848720178869,0.5370334057103321
EIF3E,-3.7976749935911296,0.003895959629772187,7668.295994666667,10545.199618416667,0.008264156790425851,-0.45955715312028467
LRRC37A4P,3.3903018019813724,0.003901605010087628,99.96527499999999,80.37709717499999,0.008273346201128259,0.311164468326254
FAM220A,3.4126333442420123,0.0039010626224068785,236.27738659166667,200.15735637499998,0.008273346201128259,0.23825011428754816
APRT,3.6107443215036077,0.003928882457496044,531.54445725,364.20362516666665,0.008329786128966878,0.5442008815379555
GPR68,3.370910613947126,0.003938817982172989,143.245326375,83.09731191666667,0.008349319178038543,0.7783929834646006
LSM3,-3.3178173928103605,0.003939420834399932,879.919344125,1104.4777451666664,0.008349319178038543,-0.3275881430023855
TRIM39,3.5007639769586185,0.0039438834479639025,232.6415194464286,157.42623304166668,0.008357371584989098,0.5604854280706357
FUNDC1,-3.4797124170702296,0.003945438222912903,204.36082387499997,262.73984485,0.008359260401665139,-0.360954555851257
RETN,3.6580780952693375,0.003950202145963177,107.51334045833332,65.12655991666665,0.00836794671135441,0.7145706604950197
FAM174A,-3.6255867431523243,0.003953131228029685,126.60286841666668,199.98205730833334,0.00837274390202959,-0.6554059502519411
PLP1,3.408744453526405,0.003972052550693055,83.58154460714286,67.26670515833334,0.008411405401467646,0.30916078378843803
PHLPP1,-3.5315119775813866,0.003982022554315404,62.991827808333326,88.39469997916667,0.008431101358490019,-0.4823016247298284
CLCC1,-3.562340132765821,0.003987905880874471,82.51371379166667,103.52022585833333,0.00844101439831985,-0.32369712011478224
PPEF2,-3.446326329319942,0.003988044342317307,49.963740125,64.740092375,0.00844101439831985,-0.36730232570176913
GPR156,-3.7063862427508365,0.003995426606707164,66.46967240833332,103.83650389166667,0.00845521922144949,-0.6358300861859876
EIF1,-3.5284846222627837,0.0039976044713342955,3188.2083011666664,4119.123348333333,0.008458407445644354,-0.3694892000859813
SUCNR1,-3.8120848649576637,0.003999293640611353,80.492190625,172.7795203,0.00846056075750555,-1.0925243543589298
CMTM8,3.7866168944718046,0.004000876400304532,99.37109105,48.182082933333334,0.00846248827326458,1.0291390615179665
HPF1,3.308801981645138,0.004014070519366374,126.34228704166667,80.73321870833333,0.008488970886877528,0.6397171250453741
GPI,-3.72798885170397,0.004015786399823637,530.738332,1060.6417625,0.008491174465141438,-0.9975086527702111
PET100,-3.4958093491276223,0.0040179024274854935,1939.648763,2405.799603,0.008494223252737788,-0.3105769948482493
SUPT20H,3.5780720328546742,0.004022709633560019,163.23355283333333,126.320795,0.008501533274548178,0.3672808287045468
SUCLG1,3.470664447122515,0.004022347520516609,813.0146301666666,600.979665125,0.008501533274548178,0.435339970507858
FIG4,-3.6817508369430065,0.004029982632487808,285.95795987500003,457.7486875000001,0.008515475627929965,-0.6768646367310378
ANGEL2,3.466744867350801,0.004041646441094198,976.0576620833332,736.6275029583334,0.008538689664283517,0.4055512582023937
MXD1,3.3343158846265433,0.004058027951945224,422.1297184166666,296.96574466666664,0.008571861222885134,0.5059535343705956
CCR5,3.4167574988264042,0.004059174493600028,88.290937725,69.20850926666667,0.008572845896641023,0.34686786576107576
KDM1A,-3.55746599598785,0.004062455606871897,353.42059178333335,481.30639666666667,0.008578337631403704,-0.4444875175092964
SNORD15B,-3.299036067230082,0.004069610569280508,67.82142569583333,82.65321255833332,0.008592006228708846,-0.28156316648925994
PIAS1,-3.47860763867172,0.004078765397336865,570.3579478333334,832.4303645833334,0.008609891775246188,-0.5446668058115236
NCS1,-3.395800407930068,0.0040838215299546276,69.96820872976193,95.57688954166667,0.008619120816989666,-0.44450510676962285
PHKG2,-3.3184719327352066,0.004093444657346069,126.45415760000003,173.86699691666666,0.008637984036603662,-0.4562795961731281
NXPH2,3.322402065637722,0.004096321032570062,86.018995875,72.82150100000001,0.00864260633127642,0.23728929754992567
OXLD1,-3.460983492475336,0.004097553239160673,314.4701005,422.52059900000006,0.00864375871646149,-0.4249288638924238
ADAMTS14,3.430585941049729,0.004101821767548281,64.39874971071428,55.160565774999995,0.008651314742401798,0.21970558486039415
TUBB4A,3.3958654860172928,0.004102510561799163,83.7517959452381,67.10751183333335,0.008651319343710369,0.3154300129429721
CMTR2,3.3538690100089488,0.004104786104934197,265.89471587500003,205.18027479166668,0.008654669498355234,0.372364425427941
HHLA3,-3.3206907329034077,0.004116482806967169,62.29454172916668,74.02485936666667,0.00867760431503621,-0.2452876168030791
ICA1,3.4665293322858646,0.004117041158356068,76.652162675,66.73368971666667,0.00867760431503621,0.19715251829591107
CTAGE15,-3.6855514548839623,0.004118011358352144,61.15149744999999,87.31904630833333,0.008678197543943306,-0.50693544227319
A1BG,-3.4704947643694077,0.004119991898441899,67.52968838333332,83.00655302499999,0.00868091938467691,-0.2937727444955822
HNRNPH2,-3.5685844843917596,0.004124140826845042,230.98279480833335,314.8894220833333,0.008688208396296193,-0.4454018169333933
TBC1D15,3.331610852138834,0.004132202964987612,407.2038489583333,298.600807875,0.008703737438790356,0.44624827158536284
PGAP1,-3.56016566973219,0.004133756033846675,75.21201345833333,106.09770275000001,0.00870555340572758,-0.4908371987741811
ACOT11,3.4037076557955652,0.004139431817171256,77.34368225,65.64894006666665,0.00871604961503306,0.2332350063466384
ATP6V1F,-3.7554153990490766,0.004162811968529973,1718.801701125,3058.510973166667,0.008763814670589417,-0.8310588465519722
ANP32A,-3.556512319553237,0.00416873087234933,210.72837787499998,322.4168447333333,0.008774809387170323,-0.6111801754283981
CBR1,-3.6319821115327744,0.004175657062493487,63.523021958333324,94.863775625,0.008787920325274418,-0.5711717528710176
DYRK4,3.470455319359996,0.004177238868411057,362.2971045,239.12194905833334,0.008789781186035291,0.5973825840207088
DSC3,-3.759945704522945,0.004180986669369679,74.5035216607143,142.5548655416667,0.008796198369353473,-0.9269863872164752
HOXB4,-3.338271719903316,0.004187231841459019,61.702577008333336,88.66362056666667,0.008807866644805283,-0.5159980183236828
VSTM1,3.74184085265883,0.004189239334445676,149.63671320833333,71.33054969999999,0.008810618530131115,1.05839640571838
CHPT1,3.2915679128811255,0.004195098454946222,352.04177293910254,255.80349987499994,0.00882146871367196,0.4591740329856435
PECR,3.587106517398473,0.004197818043273927,75.67780583333334,50.945859408333334,0.008825714557859415,0.5618002974442575
PUS7,-3.6995305949640818,0.004200237646019035,149.29372100000003,274.29937120833335,0.008829328385024999,-0.8732165774581198
ATP10A,-3.558914237594618,0.004213796067463169,111.14066125,156.35579491666667,0.008856352035035184,-0.4887208275587209
ARHGEF38,-3.4354118806274916,0.004216852328305795,57.857027,85.0926958452381,0.008861297421056206,-0.5486761733541021
SLC26A10,-3.5808220163201523,0.00422331036873129,60.12382194047619,75.15394340833333,0.008873388468569995,-0.3171839895762636
PDCD4,3.434845688024083,0.004241913978350295,1280.6166532916668,903.0710565833335,0.00891098968443043,0.5034567267096737
GMPR,-3.7530704110042405,0.004244420515278178,130.69077154166666,295.5100082083334,0.00891476887689699,-1.1709265516055831
CD44,3.503366567006194,0.0042518144044717,3017.809532166667,1946.7785126249996,0.00892881024939057,0.6321501009343375
GPAM,3.3499459573889427,0.0042532232764222995,102.71169705,84.95217176666667,0.008930280500403428,0.2709726185891288
TIMM17A,-3.418828365935789,0.004258202273926874,67.42039420833332,92.82396079166665,0.008939245026904134,-0.4555299893865197
SLX1B,3.3311051868557957,0.004259810787995254,77.67025433928572,60.387659000000006,0.008941132088745661,0.35786959366869553
UQCRB,3.3545379587813957,0.004261523111313054,260.1345064,184.97323075000003,0.008943236376173298,0.48969813573512067
USP11,-3.656914990174509,0.004265820882822847,178.4826085952381,290.5492110416667,0.008950764883191985,-0.6998953613352326
GIGYF2,-3.545041702140884,0.004267806958546285,123.40654766666667,146.51655458333335,0.008953441171775421,-0.24581444724526236
ANKRD13B,-3.52647489774948,0.004275917237289615,62.800583225000004,82.18707423333332,0.008968962408831221,-0.3827897648007097
CD200,-3.4484272746753133,0.004281331512245012,76.19526479166666,102.985850375,0.008978824409834746,-0.42980297099951326
SLFN12,-3.6592183675436,0.004282048273345198,124.053697625,197.67155329166664,0.00897883312433841,-0.6678375994657992
HOXB5,-3.363602214482078,0.004283921344083207,75.21235190833333,96.68323779166666,0.00898126604583168,-0.35808618291906846
CRADD,-3.2927795992535187,0.004287582750179813,161.10116554166666,205.13865911666667,0.00898446657520115,-0.3467206282115205
ADH5,-3.277923954885096,0.0042862108094399555,74.74075870833333,92.49419541666666,0.00898446657520115,-0.30380692509599694
RNPEP,3.6039076019034946,0.0042875871044987714,386.14565766666664,237.44471091666665,0.00898446657520115,0.6992216787609422
IDNK,3.4702519219405903,0.004296338682242476,260.1611265833334,188.0634684166667,0.009001308180288527,0.46606954297792846
FBXO31,-3.468613909692384,0.004299257697407333,258.686202375,336.60377516666665,0.00900592634868369,-0.3785616737948523
AKR1D1,-3.6340521509567183,0.004303246092548421,6269.272579916667,10026.720264916667,0.009012782707132664,-0.6773935901400527
PPP6C,3.301870962475696,0.0043115990358928245,1718.5843629083333,1488.6062114583333,0.00902877644212225,0.2071289024362155
DDX58,-3.740196670238366,0.004317004161978928,116.247764975,218.90022941666666,0.009038592961271933,-0.9072886875650124
CMPK2,-3.7775611346096234,0.004319586830009338,59.80434188333332,271.94645758333337,0.00904249776675821,-2.1663717216466365
LOC101929579,-3.3923547529876035,0.004321025298386461,52.93790720833333,67.02991622916667,0.009043171389271309,-0.33486976653317413
VEGFA,-3.756442690428118,0.004321344042444647,71.97722937916667,156.575747025,0.009043171389271309,-1.1105272178240648
STT3A,-3.45533886545629,0.004327829937302129,547.2119819166667,762.7647621666667,0.009055240320492665,-0.47839449927399436
KRTCAP2,-3.6773952328934034,0.004342992476265854,1284.9664886666665,2351.2281944166666,0.009085456616461858,-0.8711749781361462
GPAT3,3.3646591561341874,0.004345073391080835,286.50465391666665,164.088548375,0.009088300917599356,0.8003452606190802
ATP5SL,-3.259186859226343,0.004369329169241149,312.89666470833333,358.7694995416667,0.009137518262645389,-0.1967831835704228
UBE2A,-3.7664373458936966,0.004379753689905633,674.4144494583334,1789.4473727083337,0.009157798953337367,-1.4064751645644584
TRA2A,-3.6129214134563243,0.004381862301157131,246.081405975,407.64312220833324,0.009160687737610727,-0.7258550077631734
SURF2,-3.3445010546477896,0.004383477501640127,77.49780508333333,95.53709579166666,0.00916254421377996,-0.2984311109563036
ERO1B,-3.6191227089457776,0.0043880297903686385,62.95741453571428,95.85216049166667,0.009170538291365873,-0.5986726121722761
SNORD63,-3.2816515247425033,0.004390678506335849,57.131159916666675,67.21079183333333,0.009174552102791327,-0.23068831481657792
UNC5C,-3.5898682186502318,0.004393827792627856,65.19174162499999,86.31668134166667,0.00917961037756773,-0.39960606740788673
PHF13,-3.735920156195162,0.004396817133915058,290.58841516666666,531.1084494333334,0.009184332872567926,-0.8677869100802447
FBXW8,3.29186468923234,0.004399130442417705,83.12280998333333,72.6997846047619,0.00918764189863469,0.19083663881515278
RPS6KC1,-3.710475702929368,0.00440159525995632,147.05780900833332,234.66800675833338,0.009191266204085124,-0.6705953334702102
RNASE6,3.3972905937512468,0.004416307264725531,996.9176622499999,494.81107375,0.009220459243668879,1.0091302905116404
USP24,-3.494879391085457,0.004421169976272976,582.6140133333333,758.1421256166666,0.009229082455440605,-0.37935548578539624
CFLAR,-3.601836859874504,0.004424295042314453,1626.4333564166668,3499.162191000001,0.009234076119457034,-1.1048233093365347
DHX16,-3.2800662018567013,0.004427860529173872,541.5257083333333,680.3527272499999,0.009238631440968783,-0.32871035238760626
