Gene,t_stat,p_value,mean_PD,mean_Influenza,FDR_BH,log2FC
BIVM,7.327406623338829,9.608523943490666e-06,175.09409228333337,90.58640720833333,5.3404235415960474e-05,0.9431411077136582
MAP4K5,6.698528339205848,9.606942618924506e-06,212.305033375,142.57456084166668,5.3404235415960474e-05,0.5711178605733123
FAM134C,-6.25981372683138,9.630909895003963e-06,116.659608925,215.43922024999998,5.350505497224424e-05,-0.8793428027821113
LUC7L3,6.904764198010304,9.635884553312961e-06,842.76281575,549.89596305,5.350909888573967e-05,0.6150576191194439
ITSN1,6.082754845059969,9.648495893842147e-06,94.93751163333334,65.83343689285714,5.353194551405155e-05,0.5215249539825164
MTA3,-7.955278813001375,9.645390021372527e-06,97.42576758333334,200.52569849999998,5.353194551405155e-05,-1.0338558590028546
GPR183,-8.273504454219061,9.660507365143236e-06,715.4050458333334,3439.5126268333333,5.357499683134013e-05,-2.263776134739029
CKLF,6.530412530747976,9.679123834699956e-06,2006.0860760833334,759.6981234583333,5.3654623984698396e-05,1.3997065383549074
DHRS4,6.336351060382307,9.718821283824125e-06,457.2859171666667,229.63115785,5.385098864388037e-05,0.990660521663929
METTL3,7.021622859955722,9.725744168521992e-06,442.4850311891026,271.93909891666664,5.386566001027565e-05,0.7003063329695198
CMTM4,6.350712947960194,9.743016674329275e-06,79.67121985,63.35270121666666,5.393761427792129e-05,0.32605336434386256
TPX2,-6.390368117415558,9.776101710577024e-06,73.57582483333334,100.43891379761904,5.409700551307444e-05,-0.4438312679259475
NUP98,6.245879935450646,9.812103385064156e-06,142.03900432499998,81.82600951785714,5.4272389223796475e-05,0.7882528115720433
TNRC6A,7.618080889346186,9.83670638804626e-06,267.128363125,133.7630281916667,5.438459872285339e-05,0.9924990863956316
CALN1,6.293410159492371,9.888809443212379e-06,172.85745014166667,110.55990625,5.4648683765121044e-05,0.6400862636740321
COMMD1,-8.632084345274116,9.895633985866307e-06,541.1300824,1925.8873733333335,5.466242359575426e-05,-1.8295612801527597
CSF2RB,-7.654942738853729,9.906605423961843e-06,73.89468727083333,214.195926125,5.4699048353163554e-05,-1.522715478069098
KRCC1,6.061883060827281,9.931299739505574e-06,472.14189225,322.36316525000007,5.4797836285438784e-05,0.5491175547745968
PSMD14,-8.13674340228485,9.933195085392237e-06,437.90600725,1113.6320916666668,5.4797836285438784e-05,-1.3445836747136592
TRIP11,-8.05255532385355,9.960453943206635e-06,202.32279818333333,412.4684035833334,5.49014149179197e-05,-1.0240050949854043
NCKAP5,8.101519362182307,9.960685277965432e-06,108.86291327380953,58.95346049166667,5.49014149179197e-05,0.8737895209499653
CLK1,8.000075788958972,9.966551602612962e-06,1347.810032375,632.5285494166667,5.490972898684885e-05,1.0902056323699902
EXOSC6,-6.579222026189925,9.988236329974675e-06,215.08482476666669,321.69182966666665,5.500514762136404e-05,-0.5785592922704597
TOR3A,-8.654645837985255,1.0014950644784127e-05,90.19748861666667,720.4633184,5.51281686868851e-05,-2.9838600438352394
RNF217,6.373115369902095,1.0039305713542204e-05,86.97037793333332,57.3243612,5.523810130595274e-05,0.5929192089610487
AK4,-8.756992996864666,1.00461887783791e-05,73.50938919642857,334.85734319999995,5.525184574752364e-05,-2.172354431065524
DNAJB12,-7.383930001477027,1.0085235843891155e-05,106.36637844761906,160.71632100833332,5.544239600044876e-05,-0.5909230011003173
PABPN1,-6.3055609985775725,1.009604073887024e-05,732.4090122666667,1286.5887108333332,5.5453405976357904e-05,-0.8119819335174867
XPO1,-6.388262543085007,1.0092325137338593e-05,1053.3269618333334,1608.7241155833333,5.5453405976357904e-05,-0.6104911149012135
HIST1H2BJ,6.96998034296265,1.0102995556703264e-05,308.43513616666667,99.91223202500001,5.5467426585821845e-05,1.6165359626189861
FERMT3,6.053484209891013,1.0109832844480022e-05,1165.6644167083334,586.3108336666667,5.548079000019524e-05,0.9901934835768369
PLCH2,7.4593254144102925,1.013524592837208e-05,180.62728492499997,72.74387422499998,5.5596037743791126e-05,1.3003858302116873
DNAJC18,-6.183781181984,1.017070893760295e-05,69.95245556666666,102.01512529166666,5.576628921401095e-05,-0.5379316580542506
NDUFAF7,-7.895217362065493,1.0202830387162587e-05,181.2393046583333,331.87783743333335,5.591807867692414e-05,-0.8691586734395491
HS1BP3,7.5892183755900025,1.0225155335523774e-05,161.5557104833333,81.64327808333333,5.60160683598259e-05,0.9759648523109927
OSBP,-8.484817581038344,1.0289043297721803e-05,814.9448381666668,2029.0783936666671,5.634156694971522e-05,-1.3149919122955964
FBXW5,-7.25138640022736,1.0331951690472456e-05,225.8664452916667,343.4852767051282,5.655195104255124e-05,-0.6025990806769368
F2RL1,6.5255947702916375,1.0368092839886952e-05,83.22634808333333,56.3957221,5.6725127999381497e-05,0.5533284026628706
ZFYVE19,6.32917063197278,1.0384721303130305e-05,248.8939790833333,168.39389066666666,5.679144462649385e-05,0.5609342981190286
FAM212B,6.051462655633173,1.0434956476660048e-05,117.49651524999999,81.46271715833333,5.703962298352947e-05,0.5230307287871669
DGCR2,7.415347309100499,1.0439156396826902e-05,333.09970991666665,165.76813435000003,5.703962298352947e-05,1.0024350815957668
GPKOW,-8.057564834491373,1.0445769106835931e-05,140.57903625,438.02140454166664,5.7043226617899064e-05,-1.6326836203143742
EARS2,-6.523466110997537,1.0448870399532623e-05,133.13166308333336,209.88000474999998,5.7043226617899064e-05,-0.6527724683167868
KIF22,6.240658242060967,1.0479249749687342e-05,436.30322566666666,230.34434470833335,5.718429919708121e-05,0.9185921580061942
SLC39A3,-7.504844171259577,1.0484268786846843e-05,178.85531285833332,312.07983991666663,5.718692065552824e-05,-0.7996938355415795
DDX49,-6.465547386672966,1.0499901793108416e-05,74.37921243809524,126.37154583333333,5.724740917056081e-05,-0.7568043958092732
GP9,8.766735259160626,1.0528922139561455e-05,1227.6957550416669,71.74398750833333,5.738080404778302e-05,4.078155904845846
SLC10A3,6.066071708127198,1.0577971970588933e-05,206.94883720833332,147.19259358690474,5.7573411157417086e-05,0.48875527185238354
CAND1,-6.6318453864598395,1.0569983062683432e-05,209.25740825833333,329.21348166666667,5.7573411157417086e-05,-0.6512423889145484
SECISBP2L,-6.709168852001702,1.0577042185687808e-05,222.21205454166665,370.1947056261905,5.7573411157417086e-05,-0.7337611915077433
LYZ,8.760631638427114,1.0595064670635039e-05,7323.792543833335,120.51522191666666,5.764154354490565e-05,5.913578946269228
PID1,7.385956641157603,1.0633089537667922e-05,229.4237267,76.16061193333333,5.7798502232362304e-05,1.5783527884968578
P4HB,-8.315630840671796,1.0630243798922121e-05,1155.3318510375,2445.1274088333334,5.7798502232362304e-05,-1.0809440594215403
TREML1,8.217755860067188,1.0643431475277793e-05,267.1085614166667,71.23789150833333,5.7806604396622155e-05,1.8919896002091798
SORD,7.628977182379377,1.06437557301717e-05,85.79020691666665,48.396991525,5.7806604396622155e-05,0.8131090849558271
SH3GL1,-8.317756477041382,1.0654861109265716e-05,88.87616683333334,290.49119245,5.782026567348068e-05,-1.697441791511527
BTAF1,-8.30385223387899,1.0655448959827152e-05,749.180755625,2904.6573292499997,5.782026567348068e-05,-1.9535544135549205
SRRT,-7.76329246382857,1.0662571184998099e-05,1695.3339101666668,3162.4861447333333,5.783400642745417e-05,-0.8990950960501376
DARS,-8.199518376525699,1.0681529379695641e-05,2412.2783329166664,5156.278609083333,5.79119062754583e-05,-1.0956156687712806
NHLRC2,-7.637299256942587,1.0725163663049897e-05,87.16316245,191.97475594166667,5.8123467593302666e-05,-1.1301642531615839
SSR4,-8.345792360422207,1.0748371767128442e-05,2146.1097621666663,4833.420280016666,5.822419787868374e-05,-1.1709469542167579
MED8,-8.365145088669097,1.0757964316574848e-05,102.01471266666667,187.66939620833335,5.825111748553636e-05,-0.8730100251207809
IGIP,6.344554272017767,1.083570983033628e-05,186.7790085,94.6714782,5.8646883102335535e-05,0.9728750011741889
NAT14,-7.3980422516498505,1.0844508907871097e-05,89.63667786666667,142.92042701785712,5.8668697568211285e-05,-0.6671044845380267
WSB2,-7.747597280287317,1.0849052804280341e-05,537.0713674583333,1267.1526177916664,5.8668697568211285e-05,-1.2368589358811661
PMS1,6.064128078547314,1.086977541753513e-05,157.0333336666667,94.42972424999998,5.875554279748719e-05,0.7277182864241105
ABCF2,-6.53924663474624,1.0945495657200443e-05,79.33294383333333,113.76379506547619,5.913947053204356e-05,-0.5146039310140402
C17ORF53,-6.789642503760205,1.1053012242345801e-05,68.96389611666666,150.48285269047622,5.9669217760735693e-05,-1.1144719583594735
BIRC3,-8.414499346341165,1.105087064834902e-05,895.1839063333334,3217.8479840833334,5.9669217760735693e-05,-1.84467772061784
MAX,7.162378429799382,1.1063400141494948e-05,236.53977108333333,111.87490785833333,5.969971810828108e-05,1.0734442728691258
OGFR,6.04732906165563,1.1102810850583175e-05,360.10454795833334,206.76585537619047,5.988673660845377e-05,0.7974580119731032
ASAP2,8.138368078005392,1.1122642241572911e-05,141.09223745833336,66.70522620833333,5.996803262465497e-05,1.0694886361347713
AVL9,-7.405845434117277,1.1128429835173684e-05,63.16573314166667,120.13944943333334,5.9973573962013866e-05,-0.9167938036443779
KYAT3,-6.72768723118377,1.1140105940259895e-05,189.09136462499998,320.03227814166667,6.001083148665014e-05,-0.7560253647446133
ASB13,6.6129237253511794,1.1146764646143222e-05,76.856064675,47.82879108333333,6.002104040230965e-05,0.6730773640595267
ZNF140,-7.676034978086789,1.1198060226334326e-05,123.51650520833331,263.95228899999995,6.027149032542183e-05,-1.089395600779918
MAPK8IP3,6.2625837077244375,1.1217246891099678e-05,414.19647687500003,216.80185799999998,6.034897985817931e-05,0.930777940554206
SNAP47,-7.973200440856947,1.1247398171136058e-05,95.86426288333332,153.44188333333335,6.048536788575088e-05,-0.6730276515907541
WDR83,-7.609536956237733,1.131769531828892e-05,75.23629773333332,158.1084621666667,6.08374407041128e-05,-1.0614606028928621
HNRNPUL1,6.9825419610439665,1.1329090738767016e-05,736.2702514615384,418.6023905,6.087272635755412e-05,0.8131706489591028
SUSD1,-8.39354039769432,1.1351489681333978e-05,441.26900025,1815.8152450416667,6.0967080129926736e-05,-2.038415688219523
TMEM243,6.803246402066682,1.1403225407538742e-05,706.946615,348.86396462500005,6.121884965274314e-05,1.016846496163092
BAP1,-6.422661575603047,1.1467853236003398e-05,151.35982966726192,221.36747629166666,6.153958721194328e-05,-0.545463213215009
TUBB4B,-8.19729423502942,1.1568024645785145e-05,246.15599508333335,762.5223879166667,6.205070691225748e-05,-1.6272485588752001
LRRK1,-6.569227587996299,1.1587975044524337e-05,61.61023145833334,94.24909571666666,6.21312704514922e-05,-0.6053069612967699
HYLS1,-7.3752617085172645,1.1623854451705644e-05,139.08654123809524,225.729885025,6.227064884842308e-05,-0.6946562076694542
LAS1L,-6.515936055179755,1.1623135407163696e-05,172.91458475,279.81299709999996,6.227064884842308e-05,-0.6912307862465736
RAB33A,6.026976248627239,1.1636114308919362e-05,105.83759845833333,73.36252085833334,6.230983437840372e-05,0.5227718689710361
OSGEPL1,6.001829422854716,1.1723134609016328e-05,100.50414984166667,71.33126601666666,6.27225036405969e-05,0.4888474024560514
CMTM3,6.764990925120158,1.172306650394683e-05,523.5705771666666,300.4958173333333,6.27225036405969e-05,0.7989989023326665
IKBKG,-7.266071038825336,1.1748131631717103e-05,625.8083790833333,1050.8359972499998,6.282956645145819e-05,-0.7468134057045575
NDUFA13,-6.59004583444129,1.1765151303839193e-05,537.9341107916667,868.7819188666666,6.289389326617473e-05,-0.6905448159836372
SNUPN,6.862198172186325,1.1781621549253173e-05,411.8704721666666,240.82225317500001,6.295522965249787e-05,0.7717422313527251
BOK,6.059896782356615,1.1793438968573127e-05,133.90189154166669,80.49540833333334,6.296497076441585e-05,0.7271198958396505
FAM89A,6.372840198608234,1.178967822055827e-05,120.66066961666665,81.1234632,6.296497076441585e-05,0.5669964766617879
TTC9C,-8.210703133306009,1.1832966374939866e-05,102.62894400833333,193.49382619166667,6.314924876079725e-05,-0.908297350319927
CRB3,7.208652992019013,1.190018408963086e-05,91.25797860833333,58.03823639166667,6.348108362800542e-05,0.6440240575862806
SLC22A4,6.727100452955608,1.1957055566447525e-05,89.98110040833333,67.64029727500001,6.375746937674093e-05,0.40651108296912586
ASCC2,-7.608818676535246,1.2058239303917372e-05,752.6485795,1396.3907286666665,6.426980339651391e-05,-0.8907716056313291
SFPQ,-6.6731882933693365,1.2085387247907647e-05,186.43893898333334,368.6538130833333,6.436005043264428e-05,-0.9797541024016638
SFXN4,-6.1917609965393074,1.2081454454318548e-05,215.94862891666668,313.37250516666666,6.436005043264428e-05,-0.5351215772954339
ADGRE3,8.418941902852731,1.21646939768031e-05,140.434919125,48.829708458333336,6.475502497157544e-05,1.5050603154368982
EPN1,6.072334585260674,1.2181416719516549e-05,1333.7410983333334,948.1016637500001,6.481665990958975e-05,0.49192539138250346
HNRNPR,7.414356631176623,1.2195422567725299e-05,1597.2620016249998,997.8365491666667,6.483642377778007e-05,0.6781834092627648
TMEM127,-5.990015748056103,1.2193133784487574e-05,119.691947175,191.63190720833333,6.483642377778007e-05,-0.6745172688252516
NAP1L1,6.438427631850195,1.2260608958010222e-05,867.5518636666666,546.3213668333333,6.515549256471059e-05,0.6662238199766044
SLC31A1,-6.637149034675825,1.2313517906087378e-05,151.45236699166668,238.92522378333334,6.540907488056533e-05,-0.6542262888493457
DTX2,-7.92071966494951,1.2363466798514864e-05,170.432970375,391.81342208333336,6.564672636379575e-05,-1.196199627599408
STAP1,-7.061531997638567,1.2373692679812773e-05,205.65052843333333,684.0785411666666,6.567334783725397e-05,-1.7290763431548992
PTTG1,-8.13886291441929,1.2392990932211723e-05,217.17904314999996,629.501959,6.57480782087864e-05,-1.5309883206043207
C9ORF72,5.981201183307048,1.247330466908229e-05,161.67585,103.35417290833334,6.614631263907274e-05,0.640511799945342
PHKA2,6.869132909996077,1.253710612150442e-05,383.22101961666664,211.88186394999997,6.645668368992667e-05,0.8518833993498802
UQCRH,6.281156156201727,1.257259481535984e-05,3186.3788845,1891.2431110000002,6.66167765658259e-05,0.7522730681249215
WRAP73,6.448050710699657,1.259083074559517e-05,386.1651459583333,275.3813045,6.668535829949522e-05,0.486289052146196
UQCRBP1,6.58396757857125,1.2609315920285685e-05,6020.0115185,3136.1395784999995,6.672716530684571e-05,0.9405561579683503
CAPZB,5.995452007267741,1.260461088665129e-05,978.6171872083332,682.1538284999999,6.672716530684571e-05,0.5200076133998053
GOT1,-7.37781895471376,1.2638339388355193e-05,218.11887847499997,339.3508695833333,6.682462286750963e-05,-0.6353090087956854
THAP11,6.986609547007709,1.2636012293307621e-05,1171.85598895,682.7917848333334,6.682462286750963e-05,0.7783968853041507
CCDC94,-8.438718155610868,1.2791022764105466e-05,103.66465676666667,327.4585948333333,6.757521460282133e-05,-1.6499371630450081
GPC2,-7.270147123830262,1.2789185987358709e-05,90.61517855416666,178.95868695833335,6.757521460282133e-05,-0.9740072006226095
TMTC3,-5.988960896461962,1.2849224088709848e-05,65.95667793333334,93.12665291666667,6.782581630404025e-05,-0.4913753444282891
ATG14,6.021637565614985,1.284591249576914e-05,458.85421179166667,287.3536450833334,6.782581630404025e-05,0.6733372944356297
SNORA59A,-6.673265332405843,1.3057410024228128e-05,57.03150111666666,104.54270266785716,6.88958820373846e-05,-0.862918679626242
HDDC2,6.229490414435202,1.3094334882019922e-05,1607.6721834166667,967.5603047500001,6.906179134091712e-05,0.7319565802059707
LRRC25,7.2594344716755925,1.3178855329205955e-05,201.95526008333334,69.76264993750002,6.947848416234103e-05,1.5201017509413708
GSK3B,-6.634840475682437,1.3186849466802278e-05,202.755104875,407.52364445833337,6.949155302455404e-05,-1.0035833757928119
SH3BGRL2,8.479251662545948,1.3242580316295456e-05,899.6086088333334,88.84982572083332,6.975606688349614e-05,3.325312657836644
CIB1,5.942897462182318,1.3375388934091766e-05,3153.2882200333343,1865.6385811666667,7.042620165881999e-05,0.7568718712349831
CTNNBIP1,6.928452711525056,1.3412994458478282e-05,103.38402475000001,58.37114650833333,7.059470767620149e-05,0.8140670561649284
GEMIN4,-8.353022389335884,1.3435756172546126e-05,312.10777944551285,1200.2883073333335,7.068498028145352e-05,-1.939851178079243
SNRPE,6.070582130511887,1.3462553462756432e-05,105.46631477499997,67.74853596666667,7.079639967893616e-05,0.6309961475754555
FAM107B,6.162734558898935,1.3499351098297199e-05,1666.7737531416667,755.383734725,7.096029363310168e-05,1.1407333439055964
ZAP70,8.478858908669917,1.353717873304211e-05,265.9796218333334,61.440055254166666,7.108164213674752e-05,2.096185908206608
F13A1,8.502441079189577,1.3539360406999526e-05,1265.856411041667,44.28713858333333,7.108164213674752e-05,4.806007817319637
POLE2,-6.24079940625276,1.3530618982521523e-05,83.27964133333334,119.49098445238096,7.108164213674752e-05,-0.5156691234742139
FBXW11,6.0409338032181195,1.3551368513067952e-05,354.11966874999996,251.89181025000002,7.111505342134786e-05,0.4897849511114556
MAPKAPK5,-7.241916801491762,1.3563686111952502e-05,278.1886835833333,419.2252687083334,7.1150060370775e-05,-0.5899224501492562
TIMM23,-7.769753724117086,1.3578579497446463e-05,529.5878109583334,855.3760889166667,7.119854418136722e-05,-0.690652981121838
PGBD2,5.928445320234544,1.3631877254718351e-05,114.58494475,83.64488463333335,7.144827512872347e-05,0.4494587060679942
PPID,-7.195761494047028,1.3650025255501508e-05,99.44813458333334,191.34466424166666,7.151364582923867e-05,-0.9372430368376277
SNORA1,-6.340534989215482,1.368297595176153e-05,53.604590083333335,77.87037111666667,7.165648254039704e-05,-0.5304612013952354
YME1L1,-8.017332973633856,1.373325372340341e-05,248.05029833333333,644.19736025,7.188894514922877e-05,-1.37330339669393
ZC3H14,7.452002122195489,1.374448165591207e-05,110.55274112500001,63.36779048333333,7.188894514922877e-05,0.7933151123452022
FKBP15,5.922323635034629,1.3738891999561318e-05,258.70322883333336,143.2777940833333,7.188894514922877e-05,0.8480146803315529
SC5D,-8.23367806035183,1.3754770974891616e-05,168.8560221,692.6499191666668,7.19129104911346e-05,-2.0298953585541435
ZNF627,-6.879149019516307,1.378779763580395e-05,174.01155816666667,304.67546408333334,7.205568237707581e-05,-0.8045505507129018
TCHP,5.936091865078853,1.3854924251708653e-05,128.65839756309524,90.19669369166667,7.228656131326253e-05,0.5076622220165516
KLHL26,-7.221999526029383,1.3851792657219113e-05,80.49119828333333,131.4529702083333,7.228656131326253e-05,-0.7007640459735756
EPB41L3,7.6436798003934046,1.3852331458051172e-05,427.33070905833335,129.06160918333336,7.228656131326253e-05,1.719529935879101
PIN4P1,5.915747582552381,1.3851851857745933e-05,121.71562166666665,78.23641943333334,7.228656131326253e-05,0.631083321655491
BEX1,6.4687837854698635,1.3875181957829202e-05,97.65256274166667,64.54256169166666,7.23622900118576e-05,0.5899244681168216
TOP3A,-7.825090982798345,1.3996349519066514e-05,110.78071645833333,229.36818738333335,7.296400659505092e-05,-1.0432701749583622
EIF4E1B,-6.728975579995446,1.4007849976410304e-05,57.165002625,86.49645608333333,7.299375918228694e-05,-0.5890732267132242
EXOC1,7.4668668272915015,1.4035658630132052e-05,262.2319866166667,165.95210679166667,7.310843271585939e-05,0.6569005096299243
PIPSL,-7.535661742592308,1.4045914467532141e-05,191.60606633333333,330.00003058333334,7.313162078136569e-05,-0.7811782072179962
LRCH3,-6.6930419129797025,1.4056824079085152e-05,141.89178345833335,213.71926741666667,7.315819223315693e-05,-0.5875286932571431
EPOR,6.902530340448032,1.4075742208174747e-05,76.02768962500002,48.944262291666675,7.31961831708633e-05,0.6250582061369574
BHLHE40,-8.433248442231198,1.407160929214793e-05,1068.812459166667,11352.005015416667,7.31961831708633e-05,-3.407644397744365
SLC50A1,-7.86546492678618,1.4199088120708717e-05,147.909300525,416.1268849166666,7.380714122150571e-05,-1.4860524366092198
UBR2,-7.568278581665832,1.4250432160266214e-05,250.70035573333334,537.9087143333334,7.404348256468218e-05,-1.0983336602842595
CBX6,-8.430487327910487,1.4270404558371436e-05,460.75813616666665,3622.1558377499996,7.40913300488902e-05,-2.972037572961467
DDIT4,-8.37067850685055,1.4271401430845755e-05,574.471518375,6319.371677149999,7.40913300488902e-05,-3.4571929679351943
DFFB,6.058839010033835,1.4357221071913974e-05,179.53265725,119.49995154166668,7.450617195474303e-05,0.5832272691163976
CTSF,6.584163899482993,1.4416452143704307e-05,101.91543645,55.782469516666666,7.478274887224136e-05,0.857941891043227
PABPC3,7.220392476276028,1.4423335159830266e-05,253.1966625833333,118.50007979166666,7.478766379171249e-05,1.088933507422717
DNAL1,-7.1148986798204295,1.4518243817763768e-05,73.8711894154762,128.2739785,7.524881616775955e-05,-0.7879493263237078
C12ORF77,-5.879260047809274,1.460256135955081e-05,73.50861820833333,107.21689503333334,7.565471757004119e-05,-0.5384465401871319
SNX4,-6.248539555348861,1.463507685591001e-05,238.71783816666667,415.8501116833333,7.579201331050806e-05,-0.798191453281988
DNAJC5,-7.079909098895665,1.4743629325763496e-05,95.60690433333335,155.13881920833333,7.632281409392772e-05,-0.6926310596701901
HDAC6,-7.6696091267646125,1.4754453010116674e-05,163.53513745833337,391.7903372083334,7.634747758828341e-05,-1.2553637262628738
HLX,-8.318504939656775,1.4775974228644756e-05,123.73596087500002,611.6690149166668,7.642745290678322e-05,-2.296230442092292
ZFP36L2,5.868090830870686,1.4783934186985705e-05,603.8213114166667,212.55401365476195,7.643195492479717e-05,1.5019079620367135
SLC16A5,5.9186113283739985,1.4788976675131388e-05,137.79633566666666,88.6697925,7.643195492479717e-05,0.6302755157343718
CCDC125,5.867054759993825,1.4813775622331273e-05,1600.6861799166668,771.2307725000001,7.652873015226489e-05,1.0524875563942793
RNF216,6.950561475977063,1.4838052394345348e-05,402.02379125,200.99859595,7.662272957735712e-05,0.9965197411197648
TMEM64,6.121872081270727,1.4851439304365479e-05,117.81079795833334,83.1285614,7.666044048955553e-05,0.49799837998984575
ARAF,-6.341689882847089,1.4940263779981604e-05,699.5042118333333,1017.6269731250001,7.70873561129272e-05,-0.5401601951471715
TRAP1,6.3411967562749005,1.4992358249743516e-05,155.45069833333332,98.07804443333333,7.732448380956542e-05,0.6590707996226284
RRP36,-6.999552999695189,1.499884917596693e-05,558.8069011666666,1053.6342235833333,7.73263091723336e-05,-0.9137415416701735
IRAK2,6.382213653942171,1.5044943488212525e-05,175.1799833,111.07388291666669,7.75250743145352e-05,0.6525999021142788
KIF21B,7.950691345793497,1.504970887090104e-05,145.92235436666667,57.728816425000005,7.75250743145352e-05,1.3229134516419707
ULK2,5.963354964112602,1.5061294613543968e-05,130.19324025,83.41640444047619,7.755304950169759e-05,0.6360980999992458
RNF8,7.932616899029072,1.5071289121440287e-05,145.12251513333337,72.51313343333331,7.757281165447206e-05,0.9911045697293295
RPN1,-6.898304915556719,1.509458698421043e-05,1944.2270931666667,3109.5720119166663,7.766100285873885e-05,-0.6772413153204138
ZCCHC17,5.958041743149276,1.510661036634063e-05,387.0145700833333,246.82314375,7.769113902689466e-05,0.6467999027143705
GRSF1,-8.100319446996414,1.5121236751372343e-05,491.39241537500004,1398.0758843541666,7.773463201439884e-05,-1.5065937704527173
PPAN,-7.79969403995387,1.521975227820999e-05,58.3739963,151.27300845833332,7.820916749814268e-05,-1.3587571105741638
GLYAT,6.573167078762471,1.526564965348858e-05,69.99291095833334,51.70657144166667,7.838909150633715e-05,0.42969212267043577
PROS1,8.145272847363946,1.5267208774329474e-05,253.72117224999997,67.31832299999999,7.838909150633715e-05,1.898574413544222
NACAP1,6.974728758671537,1.5346818760203582e-05,1289.9789866666667,506.05460608333334,7.87657500523687e-05,1.3482524895698749
NAP1L5,-6.596330223079356,1.5377631479493887e-05,70.38862425178573,103.71164191666666,7.885964861278917e-05,-0.5526557462579671
MR1,-8.157841448025867,1.537659513448815e-05,149.6417736083333,533.683158625,7.885964861278917e-05,-1.827562344649139
KLLN,-5.90827321854354,1.5393814377387276e-05,82.94127691666668,138.341358875,7.89093878841029e-05,-0.7311712230081548
PEBP1,-6.836530046853072,1.539985593706421e-05,1048.4932580833333,2042.189573666667,7.89093878841029e-05,-0.9611301693183769
FCHSD2,-8.32103101260317,1.5413991332683168e-05,168.13457168333335,1752.9914301666668,7.894971170398696e-05,-3.374398212140572
TMEM164,5.8484055044114545,1.5431260006959043e-05,214.2210560833333,164.94521795833333,7.900604473290692e-05,0.3751121745215116
PIAS2,6.1674916590319615,1.5442968738014345e-05,148.21955481547616,112.13853569999999,7.903387737570299e-05,0.39934620515338626
HSDL1,7.509534410544262,1.556322501512572e-05,74.37694081666668,46.69424969166666,7.958467337280198e-05,0.6603079075754561
ABCC3,8.300668153594632,1.55601202244848e-05,571.9683650666666,76.06035851666667,7.958467337280198e-05,2.8943946834490326
PAPSS2,6.479824871616304,1.5606748301070257e-05,148.18843333333334,71.12358578333333,7.977485946997373e-05,1.0485926565011923
PIGU,-7.3362914966508725,1.5631511952651292e-05,185.4041398047619,358.11894425,7.98690391741307e-05,-0.9460278592731486
LINC00339,6.920271203259422,1.568557976327675e-05,281.03345070833336,117.54487329166666,8.011281111361453e-05,1.2504330123287204
CMC1,-7.426737421480896,1.5878479163450033e-05,125.12520916666665,249.46732337499998,8.106516914889401e-05,-0.989765736005868
PARL,5.965717096916256,1.5904773339709956e-05,823.6992654166667,646.2896161666666,8.116652251127802e-05,0.34945676220701394
BNIP2,5.962553049196551,1.5935164569850696e-05,926.4751141666668,690.4506401583333,8.12886937571331e-05,0.423682305202286
RPF2,-7.938107113351849,1.60462108003875e-05,391.45092916666664,1293.2819869166665,8.18220380756303e-05,-1.721567793109445
CASP4,5.978247976670456,1.610891657553464e-05,697.9968765416668,410.72171733333334,8.210855536073481e-05,0.7636164595810602
NCOA4,5.900572639457093,1.612287641674709e-05,9125.313583500001,6103.020503683334,8.214647911484567e-05,0.5802724179097822
CLTC,-6.3957346746153565,1.615372986333961e-05,182.98599075833334,275.9989816666667,8.227041078337877e-05,-0.5902847531299189
FBXL16,5.866045981874757,1.6169543537466423e-05,113.55179418333333,69.24819277499998,8.231767619073816e-05,0.7054670394899363
MANF,-7.817655181887337,1.6235656528900895e-05,996.4631770833333,2854.038146483333,8.262086925046497e-05,-1.5171745336444875
ITGAL,5.957010145764963,1.627797084757417e-05,964.0590885833332,358.8566366,8.28027584495093e-05,1.423195013058935
GTF2H3,-7.836347965066813,1.634067142875093e-05,96.72287845833333,215.73885087499997,8.30714689489565e-05,-1.1491895182173133
DSTYK,6.294826819635215,1.6343981867020885e-05,156.567925625,94.504147875,8.30714689489565e-05,0.7223385932398374
TSPAN3,-6.991159958711397,1.640220915447846e-05,261.147769575,699.0101000000002,8.333380457517281e-05,-1.4169954668738143
LARP4,-7.762343603849608,1.648065776884078e-05,223.0665702833333,526.7436859141025,8.369862470269803e-05,-1.2359099914910763
ZNF112,-5.9180731591220885,1.6578787364873166e-05,68.92439808333333,94.52224779166666,8.416306236801043e-05,-0.4500408560475897
CES1,8.169228161795335,1.6590130618576565e-05,203.79567416666663,60.729910833333335,8.418672806849164e-05,1.7301436295219421
ZNF254,-7.195920083677074,1.6672783227488754e-05,82.74024885,168.257738875,8.457208883508788e-05,-1.0152286883917263
APMAP,5.83093270158723,1.671567028267366e-05,434.88323308333327,248.6088111666667,8.474859794985027e-05,0.8042728471900391
PSMC5,-6.825591165288544,1.6721032897089507e-05,1638.7988454166666,2726.3639582500005,8.474859794985027e-05,-0.733988386379993
SARM1,6.149955168764349,1.6809096228889075e-05,96.84452054166667,61.64337232500001,8.516068053236926e-05,0.6433291794136133
PYROXD2,5.83291641807136,1.6819623328712935e-05,90.176518,60.01434081666666,8.517976444605426e-05,0.5795139405090346
LSM6,5.828253063878798,1.6856269923094597e-05,382.26567108333336,248.72955243333337,8.533105706347606e-05,0.6179782257901527
